PostingDate,WhsCode,Sale,Target,Shortfall,LM Sale,MOM Sale,LY Sale,YOY Sale,NOB,TGT NOB,NOB Achv%,Bill Shortfall,LM Bills,MOM Bills,LY Bills,YOY Bills,ABV Bills,ABV Bills TGT,ABV ACHV%,LM ABV,MOM ABV,LY ABV,YOY ABV,NM Target,Margin,LM Margin,LY Margin,MOM Margin,NM ACHV,YOY NM,RGM,RGMTarget,RGM Achv%,LM RGM,MOM RGM,LY RGM,YOY RGM,Damage,TGT Damage,Damage Achv,Damage To Sale,LM Damage,MOM Damage,LY Damage,YOY Damage,Fresh Dump,TGT Fresh Dump,Fresh Dump Achv,Fresh Dump To Sale,LM Fresh Dump,MOM Fresh Dump,LY Fresh Dump,YOY Fresh Dump,Shrinkage,TGT Shrinkage,Shrinkage Achv,Shrinkage To Sale,LM Shrinkage,Shrinkage MOM
'2021-08-11',STR01,778967.08,2221000.0100000002,-1442032.9300000002,423582.7699999999,83.89961423596152,782017.9499999996,-0.3901278736632152,738.0,1193.7,61.82457903995978,-455.70000000000005,430.0,71.6279069767442,414.0,78.26086956521738,1074.857181571818,1400.0,76.77551296941557,978.1841162790682,9.882910965727621,1706.6789130434724,-37.02053893341569,7.684287673641206,3.3323805814746366,9.167404585413145,6.416293906041419,-5.835024003938509,43.366161224096714,-3.0839133245667827,25958.147709999994,170668.02999999997,15.209730674221762,38831.54628000001,-33.151908186129575,50176.57007,-48.26639669912377,1508.08,9994.460000000003,15.089159394304442,0.19359996573924537,4162.585720000001,-63.770595936220154,0.0,0.0,4067.14646,2843.310000000001,143.0426671731186,0.5221204546923857,2481.01174,63.93096390587818,5729.2765,-29.01116816407796,968.2349999999977,8854.849999999999,10.934516112638812,0.1242972937957786,511.57,89.26735344136634
'2021-08-11',STR11,179704.08999999994,320000.01000000007,-140295.92000000013,138077.31,30.147444210783036,0.0,0.0,329.0,772.8,42.572463768115945,-443.79999999999995,273.0,20.512820512820507,0.0,0.0,552.8812765957437,650.0,85.05865793780671,516.5653479853474,7.030268048763189,0.0,0.0,5.779699819384382,2.5135714941156886,8.881390302287901,0.0,-6.3678188081722125,43.489654699461866,0.0,4516.99078,18495.040000000008,24.422714306105842,12263.184820000002,-63.16625047815272,0.0,0.0,2303.8199999999997,1440.0500000000004,159.98194507135162,1.2820075491882241,1060.3899999999999,117.26157357198765,0.0,0.0,682.3288600000001,401.7599999999999,169.83494125846283,0.3796957876696075,2043.9441000000002,-66.61704887134634,0.0,0.0,0.0,1246.9299999999994,0.0,0.0,1298.626,-100.0
'2021-08-11',STR12,124257.26000000002,165000.03,-40742.769999999975,51685.73999999998,140.40917282020158,0.0,0.0,305.0,572.7,53.256504277981485,-267.70000000000005,151.0,101.9867549668874,0.0,0.0,411.09154098360636,600.0,68.51525683060106,344.12973509933806,19.458302801104587,0.0,0.0,3.7262235649290494,0.6917864758968603,8.12668600662388,0.0,-7.434899530727019,18.56535078592453,0.0,859.5949199999991,6148.27,13.98108606160756,4200.337799999999,-79.53510024836575,0.0,0.0,0.0,742.4799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.48000000000005,0.0,0.0,1298.8892,-100.0,0.0,0.0,0.0,652.2599999999999,0.0,0.0,0.0,0.0
'2021-08-12',STR01,678401.3800000002,1429999.9799999995,-751598.5999999993,267718.69,153.40082905679847,565522.77,19.96004687839541,533.0,1040.52,51.22438780609695,-507.52,200.0,166.5,321.0,66.04361370716512,1263.2099624765501,1700.0,74.30646838097353,1330.6850000000006,-5.070699491123031,1719.505295950155,-26.53643082974442,7.684289617962096,7.3510442770620505,15.650809878085086,6.648190731559753,-8.299765601023037,95.66329020029279,0.7028535455022977,49869.58581999999,109885.34000000001,45.3832930034161,41900.14317999999,19.0200845036826,37597.03237999998,32.64234611912744,2265.5800000000004,6435.020000000001,35.20703898356182,0.3339586366997071,4378.120900000001,-48.252228484599414,0.0,0.0,3069.6676399999997,1830.7299999999993,167.67451453791662,0.4524854651681278,3073.9266399999997,-0.1385524281737549,3977.111000000001,-22.816646555753685,0.0,5701.230000000004,0.0,0.0,-93.79999999999973,-100.0
'2021-08-12',STR11,117676.38999999998,219999.98,-102323.59000000003,68561.27999999998,71.63680433037425,0.0,0.0,219.0,493.92,44.33916423712342,-274.92,145.0,51.03448275862068,0.0,0.0,540.5047031963467,700.0,77.2149575994781,476.6193793103449,13.403845218891863,0.0,0.0,5.779677798152528,8.392195715725139,12.767917518459404,0.0,-4.375721802734265,145.20179167094233,0.0,9875.632960000004,12715.290000000003,77.66738281234642,8753.84768,12.814768099780371,0.0,0.0,2136.6,990.0200000000002,215.81382194299098,1.8156573293929228,0.0,0.0,0.0,0.0,2347.482,281.62999999999994,833.5340695238434,1.9948623508929872,1470.8090000000002,59.6048161250033,0.0,0.0,0.0,877.1299999999997,0.0,0.0,0.0,0.0
'2021-08-12',STR12,55777.18000000001,144999.98,-89222.8,20745.209999999995,168.86775308613417,0.0,0.0,235.0,323.2,72.71039603960396,-88.19999999999999,53.0,343.3962264150943,0.0,0.0,240.79651063829746,670.0,35.93977770720858,391.4190566037735,-38.481147870618,0.0,0.0,3.726269479485446,0.6064709976373872,13.205708016452958,0.0,-12.59923701881557,16.275553901193796,0.0,338.27242000000126,5403.090000000001,6.2607215500759965,2739.55186,-87.65227171133014,0.0,0.0,0.0,652.4999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.6099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0999999999998,0.0,0.0,0.0,0.0
'2021-08-13',STR01,606563.1799999998,1621000.0000000007,-1014436.8200000009,241960.46999999988,150.68689112729862,854054.6699999998,-28.97841305639135,491.0,1389.0,35.3491720662347,-898.0,193.0,154.40414507772022,442.0,11.085972850678738,1238.0090427698603,1700.0,72.82406133940354,1232.9341968911922,0.4116071961881129,1796.4632579185466,-31.08631432828375,7.378742134484882,5.7232188969993185,12.959361485783209,5.609189812169748,-7.23614258878389,77.56361169272468,0.11402908482957042,34714.93853999998,119609.40999999999,29.023584799891566,31356.531960000015,10.710389096230788,47905.54753999995,-27.534616922990253,2169.67,7294.510000000002,29.743875873773558,0.3576989292360279,3522.7100000000005,-38.40906574767722,0.0,0.0,2950.05378,2075.1099999999983,142.16373011551207,0.48635556480695075,3058.9222600000003,-3.5590469696997196,4471.77952,-34.02953417524485,-493.3093199999975,6462.720000000005,-7.633153223410533,-0.08132859630549906,-457.6468199999998,7.792581187387615
'2021-08-13',STR11,153460.12000000002,242999.99000000002,-89539.87,60297.18000000002,154.5062969777359,0.0,0.0,252.0,523.04,48.179871520342616,-271.03999999999996,138.0,82.6086956521739,0.0,0.0,611.4832936507929,700.0,87.35475623582755,436.9360869565223,39.947995119853566,0.0,0.0,5.830559910722628,6.9494506455488185,14.98246442039246,0.0,-8.033013774843642,119.19010784484878,0.0,10664.635299999994,14168.259999999995,75.27131277940974,9034.003540000002,18.04993492397937,0.0,0.0,2854.62,1093.54,261.0439490096384,1.8601705772157608,979.02,191.5793344364773,0.0,0.0,1260.2598,311.12,405.07193365903834,0.8212295155249454,1286.5731,-2.045223858636558,0.0,0.0,0.0,968.8300000000002,0.0,0.0,0.0,0.0
'2021-08-13',STR12,73521.77000000003,154999.99999999997,-81478.22999999994,18630.67999999999,294.6274102716598,0.0,0.0,261.0,363.52,71.79797535211267,-102.51999999999998,61.0,327.8688524590164,0.0,0.0,282.0140613026815,670.0,42.091650940698734,309.41999999999985,-8.857196915945432,0.0,0.0,5.06229677419355,1.3152103383800475,14.32346012061825,0.0,-13.008249782238202,25.980506419234327,0.0,966.9659200000008,7846.56,12.323437531861105,2668.5580199999986,-63.764478315521075,0.0,0.0,43.2,697.4700000000001,6.193814787732805,0.058758106612504,195.6,-77.91411042944785,0.0,0.0,2000.8667599999999,198.44000000000005,1008.2981052207213,2.7214616296642467,2036.0441499999997,-1.7277321810531432,0.0,0.0,0.0,617.93,0.0,0.0,0.0,0.0
'2021-08-14',STR01,1450648.1600000004,3019999.990000002,-1569351.8300000017,390147.2000000001,271.8207281764421,1447255.7599999995,0.23440224552990774,911.0,1598.2,57.00162683018396,-687.2,236.0,286.0169491525424,695.0,31.07913669064748,1600.7502414928606,1700.0,94.16177891134474,1637.6835169491524,-2.255214458352428,1898.571294964009,-15.686587817962039,7.775667575416111,4.5166234161149,14.164137856173259,6.961838740928554,-9.647514440058359,58.08663207767335,-2.4452153248136543,65520.314479999965,234825.15999999995,27.901743782480544,55260.98725000001,18.56522610352016,100755.61217999994,-34.97105217032686,2526.1481599999997,13589.920000000002,18.588396105348664,0.17413927302675508,10066.18,-74.90459975879628,0.0,0.0,4472.0485,3866.1999999999994,115.67038694325178,0.3082793349422508,4441.07114,0.6975200131561055,7188.745000000001,-37.79097046841974,0.0,12040.350000000002,0.0,0.0,4758.718820000001,-100.0
'2021-08-14',STR11,175692.4499999999,450000.01000000007,-274307.5600000002,81287.34000000003,116.13753137942493,0.0,0.0,245.0,707.25,34.641215977377165,-462.25,157.0,56.05095541401275,0.0,0.0,721.4013877551017,850.0,84.8707515006002,517.7537579617833,39.33291196089206,0.0,0.0,5.366728769628248,9.451089161771046,13.325470165464875,0.0,-3.874381003693829,176.10521357548913,0.0,16604.850100000003,24150.28,68.75634609619435,10831.92024,53.295535159885965,0.0,0.0,2411.63,2024.9399999999998,119.09636828745545,1.3726429337174144,135.0,1686.3925925925926,0.0,0.0,1818.0649,576.1099999999997,315.57600111089914,1.0347996740895817,1189.9022999999997,52.79110730351564,0.0,0.0,0.0,1794.1,0.0,0.0,0.0,0.0
'2021-08-14',STR12,112439.45999999999,260000.02999999982,-147560.56999999983,22516.02999999999,399.37515627754993,0.0,0.0,298.0,475.2,62.710437710437716,-177.2,67.0,344.77611940298505,0.0,0.0,383.89956375838824,650.0,59.06147134744435,337.3400000000002,13.801969454671248,0.0,0.0,4.499522557747401,1.3021294125745542,11.99997828213944,0.0,-10.697848869564885,28.939279576063292,0.0,1464.1072800000006,11698.760000000002,12.51506381872951,2701.91871,-45.81231202177801,0.0,0.0,0.0,1170.0300000000004,0.0,0.0,867.42,-100.0,0.0,0.0,891.29714,332.82000000000016,267.801556396851,0.7926906977319172,459.25564999999995,94.07428955963854,0.0,0.0,0.0,1036.58,0.0,0.0,220.36863999999974,-100.0
